Old_name	New_name	Library_name	Population	Position_in_cluster	Genetic_sex_wgs	Read_count	Coverage	Bioproject	REF_Panel	Unrelated	In_lowcov	Comments	lon	lat
M011188H4	M011188	P2_M011188H4	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M011188H4/P2_M011188H4.bam	1	159945412	11.8314	NA	1	0	0		6.95367583149537	46.8740527680069
M011192A5	M011192	P2_M011192A5	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M011192A5/P2_M011192A5.bam	1	151001667	11.366	NA	0	0	0	K2_with_898172=0.7	6.95367583149537	46.8740527680069
M011681B1	M011681	P2_M011681B1	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/P2_M011681B1/M011681B1.bam	1	144904345	10.9781	NA	1	0	0		6.95367583149537	46.8740527680069
M011704B11	M011704	M011704B11	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M011704B11/M011704B11.bam	2	159481063	12.1041	NA	1	0	0		6.95367583149537	46.8740527680069
M011705C11	M011705	M011705C11	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M011705C11/M011705C11.bam	1	131535363	11.0291	NA	1	0	0		6.95367583149537	46.8740527680069
M011736B5	M011736	P2_M011736B5	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M011736B5/P2_M011736B5.bam	1	172541892	12.4643	NA	1	0	0		6.8962912001562	46.8150182057466
M011740D5	M011740	P2_M011740D5	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M011740D5/P2_M011740D5.bam	1	158737914	11.8981	NA	1	0	0		6.98059198199974	46.9096146857037
M011741C5	M011741	P2_M011741C5	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M011741C5/P2_M011741C5.bam	2	146627700	10.4517	NA	1	0	0		6.91753187155268	46.8637469660947
M011816F9	M011816	M011816F9	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M011816F9/M011816F9.bam	1	135249102	14.6145	NA	1	1	0		6.71952384872605	46.7819100182328
M011827G10	M011827	M011827G10	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M011827G10/M011827G10.bam	1	137048124	14.7305	NA	1	1	0		6.97931806144855	46.8051809766415
M011997D11	M011997	M011997D11	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M011997D11/M011997D11.bam	2	152938737	11.2524	NA	1	0	0		6.4756040479222	46.5188148120124
M011998E11	M011998	M011998E11	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M011998E11/M011998E11.bam	1	158805069	12.4823	NA	1	0	0		7.02313225046951	46.91491328347
M012772H10	M012772	M012772H10	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M012772H10/M012772H10.bam	2	135241514	14.3087	NA	1	1	0		6.57834123259671	46.7630321445809
M014481H	M014481	M014481H	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M014481H/M014481H.bam	2	278300022	23.1874	NA	1	1	1		6.57834123259671	46.7630321445809
M014948H	M014948	M014948H	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M014948H/M014948H.bam	2	339683533	27.6341	NA	1	1	1		6.9572744865986	46.8339569917039
M017312G7	M017312	M017312G7	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M017312G7/M017312G7.bam	2	115474803	12.1255	NA	1	0	0		6.93094534238816	46.8348866264837
M022098G2	M022098	M022098G2	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M022098G2/M022098G2.bam	2	107316632	11.2962	NA	1	0	0		6.93094534238816	46.8348866264837
M022100E3	M022100	P2_M022100E3	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M022100E3/P2_M022100E3.bam	1	142823156	10.8717	NA	1	0	0		6.93094534238816	46.8348866264837
M022113B3	M022113	P2_M022113B3	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M022113B3/P2_M022113B3.bam	1	154434032	11.4722	NA	1	0	0		6.93094534238816	46.8348866264837
M022135A3	M022135	P2_M022135A3	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M022135A3/P2_M022135A3.bam	2	151752737	11.1662	NA	1	0	0		7.01361833211544	46.8629837775822
M022154F10	M022154	M022154F10	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M022154F10/M022154F10.bam	2	140804396	15.0239	NA	1	0	0		6.8962912001562	46.8150182057466
M022155A1	M022155	P2_M022155A1	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/P2_M022155A1/M022155A1.bam	2	131069596	11.0561	NA	1	0	0		7.01741910490642	46.8683321349841
M022174H	M022174	M022174H	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M022174H/M022174H.bam	1	304462299	25.3777	NA	1	0	0		7.01741910490642	46.8683321349841
M022177E8	M022177	P2_M022177E8	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/P2_M022177E8/M022177E8.bam	2	104131643	9.0003	NA	1	0	0		7.01741910490642	46.8683321349841
M022186D1	M022186	P2_M022186D1	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/P2_M022186D1/M022186D1.bam	1	174734252	13.0751	NA	1	0	0		7.01741910490642	46.8683321349841
M022193C1	M022193	P2_M022193C1	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M022193C1/P2_M022193C1.bam	2	166610970	12.093	NA	1	1	0		6.54966670851362	46.621996867297
M022581H	M022581	M022581H	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M022581H/M022581H.bam	1	419589940	33.8994	NA	1	1	1		6.54540376098002	46.7282794560089
M022647G8	M022647	P2_M022647G8	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/P2_M022647G8/M022647G8.bam	2	135993621	9.6806	NA	1	1	0		6.81034597776921	46.7926287016098
M022673F8	M022673	P2_M022673F8	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/P2_M022673F8/M022673F8.bam	1	138489048	10.9959	NA	1	0	0		6.90898786818808	46.8537047006285
M022674H	M022674	M022674H	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M022674H/M022674H.bam	2	455406709	36.1107	NA	1	0	1		6.57358953399884	46.7336332935678
M022680H	M022680	M022680H	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M022680H/M022680H.bam	2	340766202	28.003	NA	1	1	1		6.57358953399884	46.7336332935678
M022694B11	M022694	M022694B11	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M022694B11/M022694B11.bam	2	123860807	10.231	NA	1	0	0		6.57834123259671	46.7630321445809
M022855F11	M022855	M022855F11	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M022855F11/M022855F11.bam	1	135813869	10.4728	NA	1	0	0		6.91753187155268	46.8637469660947
M022861G9	M022861	M022861G9	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M022861G9/M022861G9.bam	2	122689653	9.8283	NA	1	0	0		6.91753187155268	46.8637469660947
M022865A5	M022865	M022865A5	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M022865A5/M022865A5.bam	2	113347601	10.7419	NA	1	0	0		6.91753187155268	46.8637469660947
M022866D7	M022866	P2_M022866D7	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M022866D7/P2_M022866D7.bam	2	147462546	10.6169	NA	1	0	0		6.91753187155268	46.8637469660947
M022875H	M022875	M022875H	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M022875H/M022875H.bam	2	373356164	30.5848	NA	1	0	1		6.91753187155268	46.8637469660947
M022891A7	M022891	M022891A7	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M022891A7/M022891A7.bam	2	120149954	8.763	NA	1	0	0		6.54270433452613	46.6773314602446
M026075H	M026075	M026075H	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M026075H/M026075H.bam	1	516159627	40.7925	NA	1	0	1		6.54270433452613	46.6773314602446
M026198E1	M026198	P2_M026198E1	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M026198E1/P2_M026198E1.bam	1	126566928	9.7615	NA	1	0	0		6.54270433452613	46.6773314602446
M026200F1	M026200	P2_M026200F1	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M026200F1/P2_M026200F1.bam	1	157445399	11.736	NA	1	0	0		6.54270433452613	46.6773314602446
M026204G1	M026204	P2_M026204G1	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M026204G1/P2_M026204G1.bam	1	120986035	9.8603	NA	1	0	0		6.86444763120679	46.8484702959729
M026251A11	M026251	M026251A11	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M026251A11/M026251A11.bam	1	131534502	10.3368	NA	1	0	0		6.90651076657	46.8867517575384
M026260H	M026260	M026260H	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M026260H/M026260H.bam	2	379678651	31.1514	NA	1	1	1		6.90651076657	46.8867517575384
M026262F3	M026262	P2_M026262F3	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M026262F3/P2_M026262F3.bam	2	149150779	11.2528	NA	1	0	0		6.90651076657	46.8867517575384
M026265H8	M026265	P2_M026265H8	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/P2_M026265H8/M026265H8.bam	1	144350610	11.092	NA	1	0	0		6.90651076657	46.8867517575384
M026276H	M026276	M026276H	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M026276H/M026276H.bam	1	373333855	31.2893	NA	1	0	0		6.54966670851362	46.621996867297
M026357H1	M026357	P2_M026357H1	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M026357H1/P2_M026357H1.bam	1	145160492	11.6354	NA	1	0	0		6.82170051731456	46.7595593750646
M026359D2	M026359	P2_M026359D2	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M026359D2/P2_M026359D2.bam	1	128414255	10.5829	NA	1	0	0		6.82170051731456	46.7595593750646
M026360A2	M026360	P2_M026360A2	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M026360A2/P2_M026360A2.bam	1	148133747	10.742	NA	1	0	0		6.82170051731456	46.7595593750646
M026361F3	M026361	M026361F3	CH	/scratch/ssarmien/barnowl/bam_files/M026361F3/M026361F3.bam	1	108498626	10.3415	NA	0	0	0	Twin_to_M026357	6.82170051731456	46.7595593750646
M026451B12	M026451	M026451B12	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M026451B12/M026451B12.bam	1	144489118	11.4281	NA	1	0	0		6.82170051731456	46.7595593750646
M026452C12	M026452	M026452C12	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M026452C12/M026452C12.bam	2	149567741	11.8228	NA	0	0	0	removed from REF panel (spurious beta with family and self)	6.8962912001562	46.8150182057466
M026459C9	M026459	M026459C9	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M026459C9/M026459C9.bam	2	109096114	11.4951	NA	1	0	0		6.51978311384336	46.6947544784578
M026478H	M026478	M026478H	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M026478H/M026478H.bam	1	295216510	24.888	NA	1	0	0		6.87059406995173	46.8561921996257
M026583E3	M026583	M026583E3	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M026583E3/M026583E3.bam	2	107110228	9.9613	NA	1	1	0		6.87059406995173	46.8561921996257
M026603G3	M026603	P2_M026603G3	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M026603G3/P2_M026603G3.bam	2	148290190	11.1156	NA	1	0	0		6.87059406995173	46.8561921996257
M026604H3	M026604	P2_M026604H3	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M026604H3/P2_M026604H3.bam	2	130741575	10.2055	NA	1	0	0		6.87059406995173	46.8561921996257
M026605A4	M026605	P2_M026605A4	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M026605A4/P2_M026605A4.bam	1	146656837	10.9029	NA	1	0	0		6.87059406995173	46.8561921996257
M026606B4	M026606	P2_M026606B4	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M026606B4/P2_M026606B4.bam	2	220172581	14.6619	NA	1	0	0		6.87059406995173	46.8561921996257
M026607C4	M026607	P2_M026607C4	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M026607C4/P2_M026607C4.bam	1	154897781	11.5213	NA	1	0	0		6.87059406995173	46.8561921996257
M026611B2	M026611	P2_M026611B2	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M026611B2/P2_M026611B2.bam	1	137125741	10.2495	NA	1	0	0		6.91753187155268	46.8637469660947
M026612C2	M026612	P2_M026612C2	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M026612C2/P2_M026612C2.bam	1	146040680	10.8342	NA	1	0	0		6.86444763120679	46.8484702959729
M026629C11	M026629	M026629C11	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M026629C11/M026629C11.bam	1	130382397	10.8478	NA	1	0	0		7.02127777800684	46.8307901806985
M026825A9	M026825	P2_M026825A9	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M026825A9/P2_M026825A9.bam	1	129257430	10.4116	NA	1	0	0		7.02127777800684	46.8307901806985
M026832H9	M026832	M026832H9	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M026832H9/M026832H9.bam	1	112309930	9.5673	NA	1	0	0		7.02127777800684	46.8307901806985
M026960D12	M026960	M026960D12	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M026960D12/M026960D12.bam	1	139975242	10.884	NA	1	0	0		6.5821086125073	46.6692589361246
M026961E12	M026961	M026961E12	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M026961E12/M026961E12.bam	2	143190368	11.2476	NA	1	0	0		7.03291285104386	46.8904628863395
M026962F12	M026962	M026962F12	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M026962F12/M026962F12.bam	1	133593555	10.7923	NA	1	0	0		7.03291285104386	46.8904628863395
M026963G12	M026963	M026963G12	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M026963G12/M026963G12.bam	2	139401440	10.9456	NA	1	0	0		6.54966670851362	46.621996867297
M026964H12	M026964	M026964H12	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M026964H12/M026964H12.bam	2	129739924	10.1021	NA	1	0	0		6.54966670851362	46.621996867297
M026985H	M026985	M026985H	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M026985H/M026985H.bam	2	342622038	27.9023	NA	1	0	0		6.54966670851362	46.621996867297
M026986H4	M026986	M026986H4	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M026986H4/M026986H4.bam	2	107016876	10.159	NA	1	0	0		6.54966670851362	46.621996867297
M027889H	M027889	M027889H	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M027889H/M027889H.bam	2	347348887	28.5985	NA	1	1	1		6.54966670851362	46.621996867297
M027954C7	M027954	P2_M027954C7	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/P2_M027954C7/M027954C7.bam	1	179526177	13.3468	NA	1	0	0		6.56280029800517	46.6067872103487
M027970G3	M027970	M027970G3	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M027970G3/M027970G3.bam	2	110142137	10.2604	NA	1	0	0		6.91753187155268	46.8637469660947
M028838H	M028838	M028838H	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M028838H/M028838H.bam	2	359220174	29.6221	NA	1	1	1		7.01302121099929	46.9268939847725
M031523B5	M031523	P3_M031523B5	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/P3_M031523B5/M031523B5.bam	1	134820355	9.2724	NA	1	0	0		7.01302121099929	46.9268939847725
M031524A6	M031524	M031524A6	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M031524A6/M031524A6.bam	1	108751693	11.6455	NA	1	1	0		6.58579860016168	46.5968383346229
M031532	M031532	M031532	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M031532/M031532.bam	1	116168781	12.7153	NA	1	0	0		7.02127777800684	46.8307901806985
M031534C5	M031534	M031534C5	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031534C5/M031534C5.bam	2	110966034	10.2442	NA	1	0	0		6.90837346201792	46.8708203544548
M031535F5	M031535	M031535F5	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031535F5/M031535F5.bam	2	118977963	10.9162	NA	1	1	0		6.86444763120679	46.8484702959729
M031536D5	M031536	M031536D5	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031536D5/M031536D5.bam	2	106700339	9.7069	NA	1	0	0		6.96090251180602	46.8579182661176
M031537E5	M031537	M031537E5	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031537E5/M031537E5.bam	2	110143315	10.1683	NA	1	0	0		6.94065825500337	46.8788454384307
M031538D2	M031538	P3_M031538D2	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/P3_M031538D2/M031538D2.bam	2	233414876	15.9045	NA	1	1	0		6.57358953399884	46.7336332935678
M031555E5	M031555	P2_M031555E5	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/P2_M031555E5/M031555E5.bam	2	176282063	12.396	NA	1	1	0		6.94065825500337	46.8788454384307
M031559A3	M031559	M031559A3	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031559A3/M031559A3.bam	1	108976302	10.143	NA	1	0	0		7.03273487369728	46.8810080726158
M031560B3	M031560	M031560B3	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031560B3/M031560B3.bam	1	111836128	10.5296	NA	1	0	0		6.91753187155268	46.8637469660947
M031562C3	M031562	M031562C3	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031562C3/M031562C3.bam	2	108875902	9.9392	NA	1	0	0		6.91753187155268	46.8637469660947
M031563D3	M031563	M031563D3	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031563D3/M031563D3.bam	1	108324865	10.1425	NA	1	0	0		6.91753187155268	46.8637469660947
M031581G5	M031581	M031581G5	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/M031581G5/M031581G5.bam	1	107054431	11.5005	NA	1	0	0		6.91753187155268	46.8637469660947
M031598C6	M031598	P3_M031598C6	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P3_M031598C6/P3_M031598C6.bam	1	138896366	8.9398	NA	1	0	0		6.99154245576741	46.9044855949206
M031610H4	M031610	P3_M031610H4	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P3_M031610H4/P3_M031610H4.bam	2	159718481	10.3136	NA	1	0	0		6.57834123259671	46.7630321445809
M031650G5	M031650	P2_M031650G5	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M031650G5/P2_M031650G5.bam	2	164951901	11.6732	NA	1	0	0		6.90898786818808	46.8537047006285
M031653E6	M031653	P2_M031653E6	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/P2_M031653E6/M031653E6.bam	1	152012354	11.3365	NA	1	0	1		6.57358953399884	46.7336332935678
M031654E5	M031654	P3_M031654E5	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P3_M031654E5/P3_M031654E5.bam	2	153052985	10.5035	NA	1	0	0		6.85359248545655	46.7059867597145
M031661B7	M031661	M031661B7	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031661B7/M031661B7.bam	1	102462372	8.2905	NA	1	0	0		6.85359248545655	46.7059867597145
M031673E1	M031673	M031673E1	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031673E1/M031673E1.bam	1	107680369	10.1289	NA	1	0	0		6.5607633577128	46.5272185902132
M031674F1	M031674	M031674F1	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031674F1/M031674F1.bam	2	108299786	10.0649	NA	1	0	0		6.6523047739788	46.6230215186127
M031675G1	M031675	M031675G1	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031675G1/M031675G1.bam	1	110844749	10.1833	NA	1	0	0		6.6523047739788	46.6230215186127
M031676H1	M031676	M031676H1	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031676H1/M031676H1.bam	2	105446093	9.8083	NA	1	0	0		6.6523047739788	46.6230215186127
M031677A2	M031677	M031677A2	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031677A2/M031677A2.bam	1	112911569	10.4058	NA	1	0	0		6.6523047739788	46.6230215186127
M031706C4	M031706	M031706C4	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031706C4/M031706C4.bam	2	107754851	10.1752	NA	1	0	0		6.6523047739788	46.6230215186127
M031707D4	M031707	M031707D4	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031707D4/M031707D4.bam	1	107485894	10.0734	NA	1	0	0		6.95367583149537	46.8740527680069
M031708E4	M031708	M031708E4	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031708E4/M031708E4.bam	2	107330346	9.9664	NA	1	0	0		6.95367583149537	46.8740527680069
M031709F4	M031709	M031709F4	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031709F4/M031709F4.bam	1	109182295	10.2567	NA	1	0	0		6.95367583149537	46.8740527680069
M031715D11	M031715	M031715D11	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031715D11/M031715D11.bam	2	133438189	11.219	NA	1	0	0		6.51201496234096	46.585163247085
M031721E11	M031721	M031721E11	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031721E11/M031721E11.bam	2	133239141	10.5792	NA	1	0	0		6.51201496234096	46.585163247085
M031722F11	M031722	M031722F11	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031722F11/M031722F11.bam	1	123610736	10.1218	NA	1	0	0		6.51201496234096	46.585163247085
M031723G11	M031723	M031723G11	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031723G11/M031723G11.bam	1	128701499	11.0128	NA	1	0	0		6.51201496234096	46.585163247085
M031724H11	M031724	M031724H11	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031724H11/M031724H11.bam	2	126773242	10.0757	NA	1	0	0		6.57643428055014	46.6276722533694
M031760B6	M031760	M031760B6	CH		2	109303744	10.0037	NA	1	1	1		6.90837346201792	46.8708203544548
M031768	M031768	M031768	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031768/M031768.bam	2	115361484	10.9275	NA	1	0	0		6.43110299446778	46.5893698053356
M031770	M031770	M031770	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031770/M031770.bam	1	112131779	10.4895	NA	1	0	0		6.56250609357327	46.5234266549507
M031771	M031771	M031771	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031771/M031771.bam	1	115187446	10.7065	NA	1	0	0		6.59435169810551	46.703661128583
M031772	M031772	M031772	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031772/M031772.bam	1	114837749	10.7133	NA	1	0	0		7.01361833211544	46.8629837775822
M031773	M031773	M031773	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031773/M031773.bam	2	116636007	10.65	NA	1	0	0		6.54540376098002	46.7282794560089
M031800F5	M031800	P2_M031800F5	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/2_BamsCH_LibNames/P2_M031800F5/M031800F5.bam	1	167753723	12.0675	NA	1	1	0		6.81034597776921	46.7926287016098
M031882C6	M031882	M031882C6	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/M031882C6/M031882C6.bam	1	110117873	10.1672	NA	1	0	0		7.03273487369728	46.8810080726158
M031888F7	M031888	P2_M031888F7	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M031888F7/P2_M031888F7.bam	2	154519965	11.714	NA	1	0	0		6.87059406995173	46.8561921996257
M031889G7	M031889	P2_M031889G7	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M031889G7/P2_M031889G7.bam	1	144523020	11.2719	NA	1	0	0		6.87059406995173	46.8561921996257
M031890H7	M031890	P2_M031890H7	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M031890H7/P2_M031890H7.bam	1	160151478	12.318	NA	1	0	0		6.87059406995173	46.8561921996257
M031891A8	M031891	P2_M031891A8	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M031891A8/P2_M031891A8.bam	2	122443223	10.5908	NA	1	0	0		6.88922883155325	46.8381211496562
M031892B8	M031892	P2_M031892B8	CH	/work/FAC/FBM/DEE/jgoudet/barn_owl/atopalou/remapped_0622/P2_M031892B8/P2_M031892B8.bam	2	129964405	9.4456	NA	1	0	0		6.9084311558208	46.8443454910351
