RingID,Sample_name,Population,Sex,Read_count,Coverage,Bioproject,dataset,Longitude,Latitude
M032144,M032144B4,CH,1,103761466,9.828,666,LM3,6.56280029800517,46.6067872103487
M032203,M032203H,CH,1,314934865,26.4028,666,LM3,6.88085980716096,46.7412065839802
M032219,M032219H,CH,2,350286890,26.6934,666,CH,6.93471646292735,46.8262842225228
M032220,M032220H,CH,1,343358094,28.432,666,CH,6.98977423512563,46.8546439682151
M032230,M032230H,CH,2,365961867,30.5429,666,CH,6.7200304252841,46.7812385205119
M032251,M032251H3,CH,1,116703578,10.8724,666,LM3;CH,7.059488322243,46.9465946958395
M032254,M032254,CH,1,119284157,11.1352,666,LM3,6.94083747654784,46.7914005521181
M032314,M032314,CH,2,116959022,12.7898,666,LM3;CH,6.99963554510414,46.9420816266729
M032322,M032322H7,CH,1,104629942,11.0459,666,LM3;CH;CH13_2,7.059488322243,46.9465946958395
M032330,M032330H,CH,1,352662715,29.7661,666,,6.96090251180602,46.8579182661176
M032347,M032347E2,CH,2,114431379,12.1279,666,LM3;CH,6.94505648637344,46.795511845684
M032352,P2_M032352D6,CH,2,159987927,12.2301,666,LM3,6.57358953399884,46.7336332935678
M032400,M032400,CH,1,119365197,12.9939,666,LM3,6.94065825500337,46.8788454384307
M032409,M032409H2,CH,1,107920758,10.3074,666,LM3,6.90837346201792,46.8708203544548
M032460,M032424C1,CH,1,110696095,11.9026,666,LM3,6.78180626726075,46.8119259586972
M032441,P3_M032441G4,CH,1,167235763,12.4268,666,LM3,7.03273487369728,46.8810080726158
M032444,P2_M032444B9,CH,1,130757227,10.2914,666,LM3,6.91753187155268,46.8637469660947
M032445,P2_M032445C9,CH,1,119534073,10.2394,666,LM3,6.81952324811699,46.8363347607575
M032446,P2_M032446D9,CH,2,128142955,9.8212,666,LM3,6.91753187155268,46.8637469660947
M032447,P2_M032447E9,CH,1,134028643,10.293,666,LM3,7.03291285104386,46.8904628863395
M032424,M032460D1,CH,2,114439298,10.2487,666,LM3,7.03291285104386,46.8904628863395
M032478,P3_M032478A5,CH,2,185364844,12.1585,666,LM3;CH;CH13_2,6.90837346201792,46.8708203544548
M032487,P2_M032487H5,CH,1,150497489,11.5294,666,LM3,6.86444763120679,46.8484702959729
M033603,M033603H,CH,1,482950091,39.5199,666,,6.5524877754769,46.6737285106857
M033660,M033660G11,CH,2,128207751,9.8588,666,LM3,6.52596765936229,46.6266763691812
M034517,M034517F2,CH,1,110796063,11.8986,666,LM3;CH,7.03291285104386,46.8904628863395
M035431,M035431H5,CH,2,100648662,10.7189,666,LM3;CH,7.03291285104386,46.8904628863395
M037524,M037524C2,CH,1,111608816,10.4967,666,LM3,6.9572744865986,46.8339569917039
M037525,M037525D2,CH,2,108447733,10.1203,666,LM3,6.9572744865986,46.8339569917039
M037594,M037594,CH,2,116662690,12.6457,666,LM3;CH,6.97398981806481,46.8199391247446
M037624,P2_M037624F6,CH,2,118264242,10.0096,666,LM3,6.9572744865986,46.8339569917039
M037625,P2_M037625G6,CH,2,131442348,10.9161,666,LM3,6.9572744865986,46.8339569917039
M037626,P2_M037626H6,CH,1,121634011,9.8097,666,LM3,6.7200304252841,46.7812385205119
M037627,P2_M037627A7,CH,2,137182144,10.9559,666,LM3,7.02313225046951,46.91491328347
M037628,P2_M037628B7,CH,2,177506011,13.3683,666,LM3,7.02313225046951,46.91491328347
M037688,M037688E8,CH,1,182043006,14.1632,666,LM3,7.02313225046951,46.91491328347
M037689,M037689F8,CH,2,114111895,9.1339,666,LM3,6.98117987446983,46.8929664989639
M037690,M037690G8,CH,1,121673321,9.8719,666,LM3,6.98117987446983,46.8929664989639
M037758,P2_M037758A6,CH,2,148048572,10.6308,666,LM3,7.02313225046951,46.91491328347
M037759,P2_M037759B6,CH,1,154424799,11.6221,666,LM3,7.02313225046951,46.91491328347
M037761,P2_M037761C6,CH,2,130947250,9.7608,666,LM3,6.98117987446983,46.8929664989639
M037925,M037925D6,CH,1,109490060,10.3372,666,LM3,6.98117987446983,46.8929664989639
M037926,M037926E6,CH,1,106653842,9.8427,666,LM3,6.98117987446983,46.8929664989639
M037929,M037929F6,CH,2,106249871,9.924,666,LM3,6.8670782248886,46.8173653829332
M037930,M037930G6,CH,1,104023553,9.8082,666,LM3,6.97931806144855,46.8051809766415
M037942,P3_M037942E6,CH,1,287813598,14.9203,666,,7.02313225046951,46.91491328347
M037944,P3_M037944H6,CH,1,158962086,10.1702,666,,7.02313225046951,46.91491328347
M038012,M038012,CH,2,118099803,12.8408,666,,6.57643428055014,46.6276722533694
M038091,P3_M038091F5,CH,1,197727651,11.8763,666,LM3,6.86542821921764,46.8265619337549
M038092,P3_M038092G5,CH,1,147519441,8.7606,666,LM3,7.02127777800684,46.8307901806985
M038093,P3_M038093H5,CH,1,212335642,12.0503,666,LM3,7.03291285104386,46.8904628863395
M038094,P3_M038094A6,CH,1,188930059,10.83,666,LM3,6.90837346201792,46.8708203544548
M038096,P3_M038096B6,CH,1,211955728,12.1694,666,LM3,6.90837346201792,46.8708203544548
M038154,M038154C7,CH,1,115728257,9.2102,666,LM3,6.89650557874618,46.8770526244646
M038155,M038155D7,CH,2,107156660,8.7627,666,LM3,6.53153524773063,46.6123809613578
M038156,M038156E7,CH,1,133561385,10.3512,666,LM3,7.01741910490642,46.8683321349841
M038157,M038157F7,CH,1,114142776,10.1257,666,LM3,6.8962912001562,46.8150182057466
M038169,M038169,CH,2,118435953,10.9842,666,,6.8962912001562,46.8150182057466
M038183,M038183H6,CH,1,108654863,9.9828,666,LM3,6.95367583149537,46.8740527680069
M038200,M038200,CH,2,119048397,10.9457,666,,6.95367583149537,46.8740527680069
M038321,M038321,CH,1,118119021,12.9507,666,,7.03291285104386,46.8904628863395
M038351,M038351H8,CH,2,128667597,10.4309,666,LM3,6.95561334711886,46.9110232954986
M038353,M038353A9,CH,2,129401107,10.1125,666,LM3,6.95561334711886,46.9110232954986
M038355,M038355B9,CH,2,103306969,8.4589,666,LM3,6.95561334711886,46.9110232954986
M038472,M038472,CH,1,118896082,13.0767,666,LM3;CH,6.95561334711886,46.9110232954986
M038481,P3_M038481G6,CH,1,175962841,10.6458,666,,6.91607726539742,46.8379591093899
M038482,P3_M038482F6,CH,2,265065504,13.7202,666,,6.95367583149537,46.8740527680069
M040627,M040627,CH,2,116104825,12.6082,666,LM3,6.95367583149537,46.8740527680069
M040628,M040628,CH,1,114556385,12.6265,666,LM3,6.95367583149537,46.8740527680069
M040918,M040918,CH,2,118917115,10.9886,666,LM3,6.95367583149537,46.8740527680069
M040919,M040919,CH,1,118126195,11.1497,666,LM3,6.95367583149537,46.8740527680069
M040920,M040920,CH,2,135339219,10.5924,666,LM3,6.8962912001562,46.8150182057466
M043044,M043044,CH,2,118051771,10.8639,666,LM3,6.98059198199974,46.9096146857037
M043617,M043617,CH,1,118770295,11.133,666,,6.91753187155268,46.8637469660947
M043618,M043618,CH,1,118513910,11.0612,666,,6.71952384872605,46.7819100182328
M043619,M043619,CH,1,118498817,11.2403,666,,6.49098498067791,46.5484563711697
